location,BHK,total_sqmeter,bath,price
Vishveshwarya Layout,6,195.09,6,1020238.6
Vishveshwarya Layout,4,185.8,3,998059.5
Vishwapriya Layout,2,76.18,2,332686.5
Vishwapriya Layout,2,71.53,2,332686.5
Vishwapriya Layout,2,84.54,2,399223.8
Vishwapriya Layout,2,82.68,2,410313.35
Vittasandra,2,130.43,2,787358.05
Vittasandra,2,115.76,2,742999.85
Vittasandra,2,130.43,2,768505.81
Vittasandra,2,115.76,2,746326.71
Vittasandra,2,115.76,2,715275.97
Vittasandra,2,115.76,2,715275.97
Vittasandra,2,115.76,2,754089.4
Vittasandra,3,161.93,3,942611.75
Vittasandra,2,115.01,2,742999.85
Vittasandra,2,130.43,2,831716.25
Vittasandra,2,115.76,2,720820.75
Vittasandra,2,115.01,2,742999.85
Vittasandra,2,115.76,2,747435.67
Vittasandra,2,116.96,2,747435.67
Vittasandra,2,130.43,2,762961.04
Vittasandra,2,115.76,2,690878.96
Vittasandra,2,115.76,2,698641.65
Vittasandra,2,115.76,2,747435.67
Vittasandra,2,115.76,2,725256.57
Vittasandra,3,153.29,3,931522.2
Vittasandra,2,115.01,2,746548.51
Vittasandra,2,115.76,2,747435.67
Vittasandra,3,153.29,3,942611.75
Vittasandra,2,115.76,2,746326.71
Vittasandra,2,130.43,2,776268.5
Vittasandra,2,116.96,2,748322.83
Vittasandra,2,130.43,2,831716.25
Vittasandra,3,153.29,3,948156.52
Vittasandra,2,115.76,2,742999.85
Vittasandra,3,153.29,3,942611.75
Vittasandra,3,153.29,3,948156.52
Vittasandra,2,130.43,2,798447.6
Vittasandra,2,115.76,2,748544.62
Vittasandra,2,115.76,2,748544.62
Vittasandra,2,130.43,2,776268.5
Vittasandra,2,115.76,2,720820.75
Vittasandra,2,115.76,2,747435.67
Vittasandra,3,153.1,3,942611.75
Whitefield,2,108.7,2,421402.9
Whitefield,3,167.22,2,776268.5
Whitefield,3,149.57,3,898253.55
Whitefield,2,135.54,2,1051511.13
Whitefield,3,186.73,3,1009149.05
Whitefield,2,103.68,2,575658.54
Whitefield,2,113.81,2,527862.58
Whitefield,2,99.87,2,587746.15
Whitefield,2,118.91,2,831716.25
Whitefield,2,108.97,2,643193.9
Whitefield,3,177.44,3,1785417.55
Whitefield,4,302.12,4,2550596.5
Whitefield,4,1104.61,4,7762685.0
Whitefield,2,104.98,2,467535.43
Whitefield,2,96.62,2,537843.17
Whitefield,2,106.84,2,776268.5
Whitefield,3,164.25,3,1120044.55
Whitefield,3,139.35,3,686997.62
Whitefield,4,384.99,4,3493208.25
Whitefield,4,381.27,4,3992238.0
Whitefield,3,166.3,3,1108955.0
Whitefield,3,159.79,3,1108955.0
Whitefield,2,105.91,2,621014.8
Whitefield,3,152.36,4,1009149.05
Whitefield,2,74.79,2,388134.25
Whitefield,2,107.3,2,664818.52
Whitefield,3,211.82,4,1397283.3
Whitefield,3,153.29,3,665373.0
Whitefield,2,134.43,2,920432.65
Whitefield,2,103.68,2,575658.54
Whitefield,3,176.24,3,1441641.5
Whitefield,3,206.71,2,1386193.75
Whitefield,2,138.89,2,881619.22
Whitefield,2,103.4,2,687552.1
Whitefield,4,210.7,3,1807596.65
Whitefield,3,144.93,2,798447.6
Whitefield,2,111.48,2,508344.97
Whitefield,4,222.97,4,2217910.0
Whitefield,3,184.41,3,831716.25
Whitefield,2,126.35,2,1053507.25
Whitefield,2,116.5,2,443582.0
Whitefield,3,157.66,3,1051178.44
Whitefield,4,464.51,4,4435820.0
Whitefield,4,278.71,5,2772387.5
Whitefield,3,157.93,3,1275298.25
Whitefield,2,105.91,2,454671.55
Whitefield,2,110.55,2,632104.35
Whitefield,3,264.03,3,1796507.1
Whitefield,3,130.34,2,674355.54
Whitefield,2,114.46,2,499029.75
Whitefield,3,137.96,3,720820.75
Whitefield,3,139.35,3,1441641.5
Whitefield,2,118.91,2,831716.25
Whitefield,2,123.56,2,787358.05
Whitefield,3,130.53,2,864984.9
Whitefield,3,206.71,3,1275298.25
Whitefield,2,118.17,2,1054061.73
Whitefield,2,111.95,2,432492.45
Whitefield,3,143.16,3,798447.6
Whitefield,2,110.74,2,787358.05
Whitefield,2,118.64,2,679789.41
Whitefield,2,110.09,2,443582.0
Whitefield,3,121.33,3,606043.91
Whitefield,3,151.06,3,986969.95
Whitefield,3,147.25,3,975880.4
Whitefield,2,104.52,2,687552.1
Whitefield,2,118.91,2,942611.75
Whitefield,3,111.48,3,759634.17
Whitefield,4,371.61,4,3659551.5
Whitefield,3,157.66,3,1197671.4
Whitefield,2,111.95,2,643193.9
Whitefield,4,335.01,4,3459939.6
Whitefield,2,137.96,2,998059.5
Whitefield,1,88.26,1,554477.5
Whitefield,4,332.96,4,2206820.45
Whitefield,1,76.64,1,499029.75
Whitefield,2,107.3,2,665373.0
Whitefield,3,186.73,3,1020238.6
Whitefield,3,151.9,2,942611.75
Whitefield,2,112.97,2,876074.45
Whitefield,3,111.48,3,623232.71
Whitefield,2,112.88,2,720820.75
Whitefield,3,173.73,3,998059.5
Whitefield,2,117.06,2,548932.72
Whitefield,4,265.33,5,1613529.52
Whitefield,2,85.47,2,698641.65
Whitefield,2,108.23,2,449126.77
Whitefield,2,108.7,2,787358.05
Whitefield,2,103.86,2,831716.25
Whitefield,3,167.22,3,1219850.5
Whitefield,3,145.11,3,1142223.65
Whitefield,2,110.55,2,742999.85
Whitefield,2,102.38,2,532298.4
Whitefield,3,215.63,4,1419462.4
Whitefield,2,122.63,2,1053507.25
Whitefield,2,68.28,2,388134.25
Whitefield,3,176.14,3,831716.25
Whitefield,3,279.64,3,2217910.0
Whitefield,2,125.05,2,1066482.02
Whitefield,3,130.99,3,484724.23
Whitefield,3,106.84,2,487940.2
Whitefield,2,118.91,2,576656.6
Whitefield,4,232.26,4,1718880.25
Whitefield,1,84.08,1,609925.25
Whitefield,2,111.48,2,511560.94
Whitefield,4,210.7,3,1619074.3
Whitefield,2,106.84,2,609925.25
Whitefield,3,139.35,3,796229.69
Whitefield,1,58.57,1,363626.34
Whitefield,4,328.6,5,2328805.5
Whitefield,2,119.38,2,619905.84
Whitefield,3,157.66,3,1275298.25
Whitefield,2,104.98,2,399223.8
Whitefield,2,112.88,2,432492.45
Whitefield,2,138.89,2,881619.22
Whitefield,5,301.93,5,3215969.5
Whitefield,2,112.97,2,737233.28
Whitefield,3,125.42,3,598835.7
Whitefield,2,108.97,2,665373.0
Whitefield,2,117.89,2,831716.25
Whitefield,5,299.8,5,2772387.5
Whitefield,3,143.53,3,876074.45
Whitefield,3,121.33,3,606043.91
Whitefield,2,92.9,2,388134.25
Whitefield,4,303.05,4,2883283.0
Whitefield,3,128.76,3,637205.54
Whitefield,2,105.17,2,879179.52
Whitefield,2,111.48,2,508344.97
Whitefield,2,105.91,2,432492.45
Whitefield,4,262.91,5,1774328.0
Whitefield,2,111.95,2,443582.0
Whitefield,2,111.02,2,776268.5
Whitefield,3,323.3,4,3149432.2
Whitefield,3,161.46,2,876074.45
Whitefield,2,116.13,2,798447.6
Whitefield,1,65.87,1,381314.18
Whitefield,2,124.49,2,853895.35
Whitefield,2,122.63,2,881619.22
Whitefield,2,69.68,2,584419.29
Whitefield,3,111.48,3,687108.52
Whitefield,2,109.62,2,454671.55
Whitefield,2,101.73,2,388134.25
Whitefield,2,131.46,2,742999.85
Whitefield,2,102.66,2,458663.79
Whitefield,2,111.48,2,499029.75
Whitefield,4,320.05,5,2994178.5
Whitefield,3,157.93,3,1552537.0
Whitefield,4,448.44,4,4435820.0
Whitefield,2,130.53,2,937066.97
Whitefield,3,124.95,2,632104.35
Whitefield,4,302.12,4,3105074.0
Whitefield,2,111.48,2,499029.75
Whitefield,2,106.84,2,998059.5
Whitefield,4,222.97,4,1630163.85
Whitefield,3,133.78,2,709731.2
Whitefield,1,57.97,1,388134.25
Whitefield,2,111.48,2,499029.75
Whitefield,2,103.03,2,460105.43
Whitefield,3,157.93,3,1053507.25
Whitefield,4,460.8,4,4435820.0
Whitefield,4,272.02,4,2195730.9
Whitefield,2,112.88,2,687552.1
Whitefield,2,112.97,2,931522.2
Whitefield,4,267.74,5,2262268.2
Whitefield,3,170.94,3,1552537.0
Whitefield,3,165.18,3,1352925.1
Whitefield,2,130.06,2,887164.0
Whitefield,1,60.39,1,277238.75
Whitefield,4,200.2,3,1386193.75
Whitefield,2,114.27,2,654283.45
Whitefield,2,111.95,2,443582.0
Whitefield,2,104.52,2,443582.0
Whitefield,2,112.97,2,765844.32
Whitefield,2,112.97,2,831716.25
Whitefield,2,125.88,2,864984.9
Whitefield,2,116.59,2,853895.35
Whitefield,2,112.97,2,809537.15
Whitefield,1,65.87,1,385195.52
Whitefield,2,105.91,2,499029.75
Whitefield,2,110.55,2,665373.0
Whitefield,2,121.89,2,609925.25
Whitefield,3,162.11,3,1108955.0
Whitefield,4,297.29,4,2484059.2
Whitefield,2,101.82,2,432492.45
Whitefield,1,76.64,1,497920.79
Whitefield,2,103.68,2,575658.54
Whitefield,2,113.99,2,593180.03
Whitefield,2,114.73,2,521208.85
Whitefield,3,173.73,3,1530357.9
Whitefield,2,109.16,2,432492.45
Whitefield,2,109.62,2,454671.55
Whitefield,3,172.98,3,1386193.75
Whitefield,3,153.75,3,1253119.15
Whitefield,1,49.24,1,326476.35
Whitefield,2,100.8,2,632104.35
Whitefield,1,84.08,1,554477.5
Whitefield,3,148.64,3,909343.1
Whitefield,4,114.27,4,887164.0
Whitefield,2,116.59,2,443582.0
Whitefield,1,58.57,1,356529.03
Whitefield,1,84.08,1,576656.6
Whitefield,3,111.48,3,633767.78
Whitefield,3,134.8,2,581425.11
Whitefield,2,110.27,2,419739.47
Whitefield,2,112.97,2,920432.65
Whitefield,2,120.87,2,720820.75
Whitefield,3,123.56,2,609925.25
Whitefield,2,107.3,2,609925.25
Whitefield,2,125.88,3,842805.8
Whitefield,4,378.58,5,2506238.3
Whitefield,2,112.97,2,831716.25
Whitefield,2,115.38,2,720820.75
Whitefield,3,138.89,2,742999.85
Whitefield,3,143.81,3,720820.75
Whitefield,4,265.33,5,1713335.47
Whitefield,2,111.48,2,511560.94
Whitefield,2,111.48,2,511560.94
Whitefield,3,130.53,3,643193.9
Whitefield,4,265.33,5,1757693.67
Whitefield,2,125.88,2,809537.15
Whitefield,4,267.74,5,1752148.9
Whitefield,1,69.68,1,565567.05
Whitefield,2,103.59,2,383199.4
Whitefield,2,102.66,2,443471.1
Whitefield,2,108.97,2,853895.35
Whitefield,3,111.48,3,758525.22
Whitefield,2,91.23,2,410313.35
Whitefield,2,103.86,2,465761.1
Whitefield,2,112.97,2,765178.95
Whitefield,4,318.19,5,2772387.5
Whitefield,2,102.19,2,410313.35
Whitefield,3,111.48,3,621014.8
Whitefield,4,265.33,5,1746604.12
Whitefield,3,144.0,2,550041.68
Whitefield,3,201.88,3,1419462.4
Whitefield,3,133.31,3,499029.75
Whitefield,1,84.08,1,687552.1
Whitefield,3,173.73,3,1530357.9
Whitefield,2,122.63,2,1100748.73
Whitefield,3,269.51,4,2107014.5
Whitefield,2,137.96,2,1070252.47
Whitefield,3,163.04,3,1120044.55
Whitefield,3,149.39,2,698641.65
Whitefield,3,206.71,3,1652342.95
Whitefield,2,116.13,2,909343.1
Whitefield,1,56.21,1,443582.0
Whitefield,2,110.09,2,454671.55
Whitefield,3,111.48,3,627446.74
Whitefield,3,205.31,3,1729969.8
Whitefield,2,108.97,2,867202.81
Whitefield,3,161.65,4,1441641.5
Whitefield,2,112.97,2,831716.25
Whitefield,2,98.48,2,388134.25
Whitefield,3,153.75,3,1330746.0
Whitefield,2,104.52,2,499029.75
Whitefield,2,109.62,2,776268.5
Whitefield,2,118.91,2,765178.95
Whitefield,3,187.94,4,1441641.5
Whitefield,3,198.25,4,1308566.9
Whitefield,3,135.45,2,687552.1
Whitefield,3,167.97,4,887164.0
Whitefield,1,84.08,1,665373.0
Whitefield,3,142.79,2,776268.5
Whitefield,2,110.18,2,609925.25
Whitefield,3,167.78,3,942611.75
Whitefield,2,103.03,2,390573.95
Whitefield,2,112.97,2,742999.85
Whitefield,3,134.89,3,998059.5
Whitefield,4,264.77,5,2661492.0
Whitefield,2,106.84,2,609925.25
Whitefield,3,148.64,3,765178.95
Whitefield,4,262.91,5,2107014.5
Whitefield,2,120.31,2,870529.67
Whitefield,1,78.04,1,638758.08
Whitefield,1,59.46,1,219905.78
Whitefield,3,184.97,3,1153313.2
Whitefield,2,110.55,2,454671.55
Whitefield,2,103.03,2,393346.34
Whitefield,4,483.09,5,2683671.1
Whitefield,3,153.75,3,1075686.35
Whitefield,3,171.87,3,1663432.5
Whitefield,3,111.48,3,751538.8
Whitefield,2,119.84,2,998059.5
Whitefield,2,111.48,2,499029.75
Whitefield,2,105.91,2,443582.0
Whitefield,2,112.97,2,831716.25
Whitefield,2,125.98,2,1051732.92
Whitefield,2,124.3,2,1142223.65
Whitefield,2,103.59,2,609925.25
Whitefield,3,173.73,3,998059.5
Whitefield,3,320.51,4,2306626.4
Whitefield,2,102.66,2,392126.49
Whitefield,2,99.78,2,474521.84
Whitefield,2,102.19,2,576656.6
Whitefield,2,117.71,2,1001719.05
Whitefield,4,222.97,4,1585805.65
Whitefield,3,170.57,3,1386193.75
Whitefield,2,111.2,2,554477.5
Whitefield,3,334.08,3,2217910.0
Whitefield,3,118.45,2,720820.75
Whitefield,2,107.3,2,432492.45
Whitefield,2,106.0,2,687552.1
Whitefield,2,112.97,2,909343.1
Whitefield,2,138.89,3,975880.4
Whitefield,3,145.3,3,1142223.65
Whitefield,3,147.25,3,931522.2
Whitefield,3,111.48,3,621014.8
Whitefield,2,105.91,2,554477.5
Whitefield,3,144.74,3,998059.5
Whitefield,2,112.97,2,831716.25
Whitefield,2,113.99,2,776268.5
Whitefield,3,158.31,3,1330746.0
Whitefield,2,116.69,2,809537.15
Whitefield,2,111.02,2,691766.13
Whitefield,3,164.44,4,754089.4
Whitefield,2,120.77,2,864984.9
Whitefield,3,145.86,3,975880.4
Whitefield,2,112.97,2,931854.89
Whitefield,2,115.2,2,776268.5
Whitefield,2,112.97,2,803992.38
Whitefield,2,112.88,2,443582.0
Whitefield,3,188.13,4,1275298.25
Whitefield,3,125.05,2,1108955.0
Whitefield,2,94.76,2,499029.75
Whitefield,2,86.86,2,362850.08
Whitefield,2,95.13,2,354865.6
Whitefield,4,277.78,3,2195730.9
Whitefield,3,148.64,3,766287.9
Whitefield,2,111.95,2,643193.9
Whitefield,3,159.79,3,1097532.76
Whitefield,3,148.64,3,1053507.25
Whitefield,3,153.75,3,1197671.4
Whitefield,3,161.65,3,1053507.25
Whitefield,3,111.48,3,628999.28
Whitefield,2,125.42,2,975880.4
Whitefield,2,95.69,2,487940.2
Whitefield,2,112.97,2,887164.0
Whitefield,4,269.42,4,2495148.75
Whitefield,2,124.49,2,1120044.55
Whitefield,2,110.55,2,709731.2
Whitefield,3,139.35,3,871305.94
Whitefield,3,151.06,3,942611.75
Whitefield,2,111.02,2,680454.79
Whitefield,2,102.19,2,720820.75
Whitefield,2,102.19,2,515664.07
Whitefield,3,117.99,2,720820.75
Whitefield,3,289.58,3,2894372.55
Whitefield,2,112.97,2,809537.15
Whitefield,2,105.44,2,643193.9
Whitefield,3,292.64,3,3215969.5
Whitefield,2,110.09,2,621014.8
Whitefield,4,274.62,5,2594954.7
Whitefield,3,142.14,3,831716.25
Whitefield,2,94.3,2,499029.75
Whitefield,2,110.27,2,421402.9
Whitefield,3,208.75,3,1607984.75
Whitefield,4,366.03,5,2938730.75
Whitefield,2,110.55,2,654283.45
Whitefield,2,107.77,2,742999.85
Whitefield,2,112.97,2,741669.1
Whitefield,2,109.62,2,853895.35
Whitefield,3,198.81,3,1541447.45
Whitefield,2,122.07,2,931522.2
Whitefield,3,142.14,3,809537.15
Whitefield,2,107.77,2,432492.45
Whitefield,2,94.02,2,643193.9
Whitefield,2,106.84,2,445910.81
Whitefield,3,138.89,2,776268.5
Whitefield,2,124.49,2,454671.55
Whitefield,3,132.94,3,942611.75
Whitefield,1,48.68,1,321596.95
Whitefield,4,262.91,4,1785417.55
Whitefield,4,198.35,3,1652342.95
Whitefield,4,232.26,4,1108955.0
Whitefield,4,285.67,2,2084835.4
Whitefield,3,163.51,3,1774328.0
Whitefield,3,153.75,3,1219850.5
Whitefield,1,78.04,1,632104.35
Whitefield,3,160.26,3,1175492.3
Whitefield,2,104.98,2,399223.8
Whitefield,2,98.38,2,632104.35
Whitefield,1,47.94,1,432492.45
Whitefield,2,103.68,2,575658.54
Whitefield,4,557.41,4,4546715.5
Whitefield,3,152.27,3,1186581.85
Whitefield,3,169.08,3,1253119.15
Whitefield,3,184.88,3,1086775.9
Whitefield,4,331.2,4,2417521.9
Whitefield,4,316.8,5,2805656.15
Whitefield,3,124.95,3,643193.9
Whitefield,2,111.95,2,454671.55
Whitefield,4,418.06,4,3659551.5
Whitefield,2,116.13,2,942611.75
Whitefield,2,103.59,2,575658.54
Whitefield,2,118.64,2,853895.35
Whitefield,3,169.08,3,1552537.0
Whitefield,4,320.79,4,2739118.85
Whitefield,2,115.66,2,662711.51
Whitefield,3,122.86,3,454505.21
Whitefield,2,99.78,2,474632.74
Whitefield,2,111.48,2,511560.94
Whitefield,2,111.48,2,508344.97
Whitefield,3,211.82,4,1386193.75
Whitefield,4,267.74,5,2217910.0
Whitefield,2,108.7,2,621014.8
Whitefield,3,152.31,3,1027225.02
Whitefield,2,129.13,2,798447.6
Whitefield,3,151.8,3,754089.4
Whitefield,2,110.55,2,776268.5
Whitefield,2,102.66,2,392570.07
Whitefield,2,117.99,2,1042417.7
Whitefield,2,113.34,2,986969.95
Whitefield,2,103.68,2,575658.54
Whitefield,3,133.41,2,689215.53
Whitefield,3,349.13,3,3326865.0
Whitefield,3,134.89,2,513335.27
Whitefield,2,127.28,2,621014.8
Whitefield,2,97.55,2,476850.65
Whitefield,3,138.98,2,796340.59
Whitefield,2,112.97,2,798447.6
Whitefield,2,107.58,2,609925.25
Whitefield,4,501.67,5,5267536.25
Whitefield,3,129.69,3,820626.7
Whitefield,2,109.16,2,454671.55
Whitefield,2,122.17,2,609925.25
Whitefield,3,134.8,2,514555.12
Whitefield,2,98.76,2,471527.67
Whitefield,2,125.05,2,842916.7
Whitefield,2,118.54,2,770723.72
Whitefield,2,122.35,2,576656.6
Whitefield,4,265.51,4,1519268.35
Whitefield,3,150.04,3,1074577.4
Whitefield,2,113.34,2,609925.25
Whitefield,2,103.68,2,540726.46
Whitefield,3,130.06,2,621014.8
Whitefield,2,105.91,2,609925.25
Whitefield,2,120.31,2,715275.97
Whitefield,2,111.48,2,776268.5
Whitefield,2,94.3,2,621014.8
Whitefield,3,132.85,3,576656.6
Whitefield,2,112.97,2,831716.25
Whitefield,3,93.83,2,499029.75
Whitefield,3,215.63,4,1741059.35
Whitefield,2,113.71,2,831716.25
Whitefield,3,153.75,3,1253119.15
Whitefield,3,161.65,3,942611.75
Whitefield,5,384.99,5,3670641.05
Whitefield,2,85.93,2,388134.25
Whitefield,2,109.16,2,554477.5
Whitefield,3,111.48,3,751317.01
Whitefield,4,227.05,4,1607984.75
Whitefield,2,117.99,2,1219850.5
Whitefield,3,154.22,3,1219850.5
Whitefield,2,117.99,2,1164402.75
Whitefield,2,122.17,2,770723.72
Whitefield,2,108.97,2,867202.81
Whitefield,2,126.53,2,942611.75
Whitefield,2,88.72,2,423509.91
Whitefield,3,135.36,2,1164402.75
Whitefield,3,159.79,3,1419462.4
Whitefield,3,139.35,3,686443.14
Whitefield,2,138.89,2,864984.9
Whitefield,2,117.99,2,576656.6
Whitefield,3,145.3,3,1142223.65
Whitefield,2,115.2,2,454671.55
Whitefield,3,139.35,3,787358.05
Whitefield,3,130.43,2,654283.45
Whitefield,3,152.27,3,1186581.85
Whitefield,3,163.51,3,1541447.45
Whitefield,1,56.95,1,532298.4
Whitefield,3,160.72,3,1386193.75
Whitefield,3,134.99,2,643193.9
Whitefield,1,81.48,1,654283.45
Whitefield,4,265.33,5,1713335.47
Whitefield,5,320.79,4,2561686.05
Yelachenahalli,3,130.06,2,609925.25
Yelachenahalli,3,136.01,2,1164402.75
Yelachenahalli,2,222.97,1,1663432.5
Yelachenahalli,3,157.93,3,1441641.5
Yelachenahalli,2,100.33,2,609925.25
Yelachenahalli,2,130.06,2,864984.9
Yelachenahalli,3,123.56,3,815081.92
Yelachenahalli,2,74.32,1,332686.5
Yelachenahalli,2,102.19,2,665373.0
Yelachenahalli,3,126.81,2,798447.6
Yelachenahalli,2,102.47,2,609925.25
Yelachenahalli,2,92.9,2,554477.5
Yelahanka,3,148.64,2,831716.25
Yelahanka,2,123.19,2,864984.9
Yelahanka,3,119.1,2,540061.08
Yelahanka,2,125.42,2,616024.5
Yelahanka,2,96.15,2,499029.75
Yelahanka,2,125.42,2,598835.7
Yelahanka,2,105.21,2,533740.04
Yelahanka,2,112.41,2,509897.51
Yelahanka,3,158.4,3,1053507.25
Yelahanka,2,114.64,2,887164.0
Yelahanka,2,122.17,2,942611.75
Yelahanka,2,108.7,2,693096.88
Yelahanka,3,134.71,3,723648.59
Yelahanka,1,64.75,1,499029.75
Yelahanka,2,104.05,2,609925.25
Yelahanka,3,203.92,4,1408372.85
Yelahanka,2,99.87,2,571111.82
Yelahanka,3,149.94,3,1053507.25
Yelahanka,3,128.3,2,581979.58
Yelahanka,1,58.34,1,266149.2
Yelahanka,2,82.68,2,443582.0
Yelahanka,3,168.62,3,909343.1
Yelahanka,1,60.76,1,425838.72
Yelahanka,2,106.84,2,510119.3
Yelahanka,3,158.4,3,822401.03
Yelahanka,4,282.61,4,1452731.05
Yelahanka,2,98.94,2,452897.22
Yelahanka,2,96.25,2,436373.79
Yelahanka,2,120.77,2,720820.75
Yelahanka,3,169.55,3,1164402.75
Yelahanka,3,148.92,3,1064596.8
Yelahanka,2,121.14,2,876074.45
Yelahanka,3,135.17,3,682007.32
Yelahanka,2,109.62,2,465761.1
Yelahanka,3,150.13,3,720820.75
Yelahanka,2,85.01,2,532298.4
Yelahanka,2,95.32,2,454671.55
Yelahanka,3,140.93,3,846132.66
Yelahanka,2,55.74,2,299417.85
Yelahanka,2,118.36,2,536956.01
Yelahanka,2,123.28,2,942611.75
Yelahanka,3,127.37,2,720820.75
Yelahanka,3,159.05,3,909343.1
Yelahanka,3,145.48,3,1075686.35
Yelahanka,3,109.62,3,609925.25
Yelahanka,2,117.99,2,864984.9
Yelahanka,3,130.06,2,893152.36
Yelahanka,3,129.23,2,715275.97
Yelahanka,2,122.82,2,953701.3
Yelahanka,2,102.19,2,776268.5
Yelahanka,2,111.48,2,776268.5
Yelahanka,2,123.19,2,632104.35
Yelahanka,5,371.61,5,2439701.0
Yelahanka,4,248.51,4,1552537.0
Yelahanka,3,139.35,2,698641.65
Yelahanka,1,60.76,1,410313.35
Yelahanka,3,136.1,3,887274.9
Yelahanka,3,159.88,3,896701.01
Yelahanka,2,98.48,2,443582.0
Yelahanka,2,113.9,2,584530.18
Yelahanka,3,157.19,3,920432.65
Yelahanka,2,95.97,2,583088.54
Yelahanka,2,129.13,2,724258.51
Yelahanka,2,96.62,2,541835.41
Yelahanka,3,124.95,2,632104.35
Yelahanka,3,199.28,3,1386193.75
Yelahanka,2,111.48,2,598835.7
Yelahanka,2,122.82,2,831716.25
Yelahanka,2,96.25,2,436595.58
Yelahanka,2,130.53,2,560909.44
Yelahanka,1,55.93,1,288328.3
Yelahanka,2,102.19,2,665373.0
Yelahanka,3,149.94,2,1108955.0
Yelahanka,3,175.59,3,1197671.4
Yelahanka,3,144.56,3,953701.3
Yelahanka,3,149.57,4,942611.75
Yelahanka,3,99.87,2,465761.1
Yelahanka,3,137.87,2,625450.62
Yelahanka,2,117.06,2,656501.36
Yelahanka,2,102.38,2,576656.6
Yelahanka,2,141.12,2,720820.75
Yelahanka,3,172.71,3,1197671.4
Yelahanka,2,97.55,2,499029.75
Yelahanka,2,122.82,2,887164.0
Yelahanka,2,119.38,2,621014.8
Yelahanka,2,78.5,2,476850.65
Yelahanka,4,241.55,4,1940671.25
Yelahanka,2,121.24,2,864984.9
Yelahanka,2,109.62,2,621014.8
Yelahanka,3,158.96,3,949376.38
Yelahanka,2,122.17,2,831716.25
Yelahanka,6,334.45,6,2217910.0
Yelahanka,2,129.13,2,778597.31
Yelahanka,3,149.94,3,1053507.25
Yelahanka,3,153.29,3,1164402.75
Yelahanka,2,111.48,2,609925.25
Yelahanka,2,91.97,2,417188.87
Yelahanka,2,86.86,2,394011.71
Yelahanka,3,119.1,2,540282.88
Yelahanka,4,370.68,4,2883283.0
Yelahanka,3,150.5,3,998059.5
Yelahanka,1,60.76,1,401996.19
Yelahanka,3,149.94,3,1031328.15
Yelahanka,1,64.47,1,342001.72
Yelahanka,2,103.59,2,665373.0
Yelahanka,3,215.25,4,1552537.0
Yelahanka,3,153.57,3,1031328.15
Yelahanka,1,60.76,1,421402.9
Yelahanka,2,151.71,2,798447.6
Yelahanka,2,134.24,2,909343.1
Yelahanka,2,113.81,2,687552.1
Yelahanka,1,55.93,1,421402.9
Yelahanka,1,64.75,1,388134.25
Yelahanka,2,98.94,2,458885.58
Yelahanka,1,63.36,1,401774.4
Yelahanka,2,95.04,2,583199.43
Yelahanka,3,144.93,2,1086775.9
Yelahanka,3,165.37,3,1186581.85
Yelahanka,3,124.67,2,831716.25
Yelahanka,3,169.36,3,1142223.65
Yelahanka,3,166.48,3,1153313.2
Yelahanka,2,121.14,2,775935.81
Yelahanka,2,116.13,2,598835.7
Yelahanka,2,117.99,2,632104.35
Yelahanka,2,120.77,2,767729.55
Yelahanka,3,158.4,3,1009149.05
Yelahanka,3,175.59,4,942611.75
Yelahanka,3,170.48,3,1197671.4
Yelahanka,3,171.59,3,1020238.6
Yelahanka,5,232.26,3,1330746.0
Yelahanka,3,175.59,3,1208760.95
Yelahanka,1,65.03,1,421402.9
Yelahanka,3,138.52,3,942611.75
Yelahanka,4,193.98,5,1219850.5
Yelahanka,2,110.09,2,499029.75
Yelahanka,3,140.93,3,790463.12
Yelahanka,3,163.14,3,740005.67
Yelahanka,3,148.64,3,1108955.0
Yelahanka,3,154.59,3,820072.22
Yelahanka,2,105.91,2,561796.6
Yelahanka,2,111.48,2,665373.0
Yelahanka,3,158.4,3,942611.75
Yelahanka,3,125.42,2,942611.75
Yelahanka,3,151.71,3,1219850.5
Yelahanka,1,76.88,1,471694.01
Yelahanka,2,111.02,2,588910.55
Yelahanka,3,125.88,2,831716.25
Yelahanka,4,294.96,4,1729969.8
Yelahanka,2,130.81,2,643193.9
Yelahanka,2,102.56,2,643193.9
Yelahanka,3,123.1,2,643193.9
Yelahanka,2,109.16,2,751538.8
Yelahanka,2,122.82,2,863875.94
Yelahanka,1,55.93,1,365955.15
Yelahanka,2,122.17,2,853895.35
Yelahanka,3,132.85,3,676462.55
Yelahanka,3,125.88,2,571111.82
Yelahanka,1,52.68,1,277238.75
Yelahanka,2,97.08,2,499029.75
Yelahanka,1,55.93,2,332686.5
Yelahanka,2,126.53,2,731910.3
Yelahanka,2,114.64,2,887164.0
Yelahanka,3,119.1,2,540282.88
Yelahanka,2,109.62,2,609925.25
Yelahanka,2,117.71,3,864984.9
Yelahanka,2,126.35,2,867091.91
Yelahanka,2,95.22,2,487940.2
Yelahanka New Town,1,60.39,1,365955.15
Yelahanka New Town,1,46.45,1,221791.0
Yelahanka New Town,1,40.88,1,182977.57
Yelahanka New Town,2,51.1,2,288328.3
Yelahanka New Town,3,149.57,3,1020238.6
Yelahanka New Town,3,157.93,3,998059.5
Yelahanka New Town,1,60.39,1,221791.0
Yelahanka New Town,1,32.52,1,149708.92
Yelahanka New Town,3,143.16,3,887164.0
Yelahanka New Town,2,128.67,2,720820.75
Yelahanka New Town,1,46.45,2,266149.2
